smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,LogP,HBD,HBA,TPSA
CC(C)CCOC(=O)c1ccc(N(C)C)cc1,TOX26580,0,0,,,1,0,0,0,1,0,0,0,235.327,2.9555,0,3,29.54
Oc1cc(O)cc(O)c1,TOX26586,0,0,0,0,0,0,0,,0,,0,0,126.111,0.8034,3,3,60.69
O=c1[nH]c(=O)c2ccccc2o1,TOX26584,0,0,0,0,0,0,0,0,0,0,0,0,163.132,0.4813,1,3,63.07
O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,TOX26585,0,0,0,0,0,0,0,0,0,0,0,0,316.309,2.9309,2,4,93.06
C=CC(C)(CCC=C(C)C)OC(C)=O,TOX6946,0,0,0,0,0,0,0,0,0,0,0,0,196.29,3.2406,0,2,26.3
OCC(CO)(CO)CO,TOX6943,0,0,0,0,0,0,0,0,0,0,0,0,136.147,-2.058,4,4,80.92
O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,TOX28658,0,0,0,0,,0,0,0,0,0,0,0,233.187,-0.1102,3,5,120.86
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,TOX1114,0,,,,,,,,,,1,,277.496,5.2954,1,1,12.03
CCCCC(=O)Cl,TOX14091,,,,0,,0,0,,0,0,0,0,120.579,1.942,0,1,17.07
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,TOX28659,0,0,,,,0,,,,0,,1,437.529,3.13904,2,8,119.03
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,TOX29808,0,0,0,0,0,0,0,,0,0,0,0,519.448,3.0356,1,15,185.44
CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,TOX29807,0,0,0,0,0,0,0,,0,,0,0,309.271,-4.0292,7,8,184.62
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,TOX29805,0,0,0,0,0,0,0,,0,0,0,0,516.455,1.0296,7,11,211.28
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(=O)O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,TOX26363,0,,,1,,,,,0,,1,1,1185.229,1.67792,9,26,379.57
CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O,TOX26360,0,0,0,0,0,0,0,0,0,0,0,0,401.544,2.309,5,6,141.08
CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)OC2C1C,TOX26361,0,0,0,,,0,,,0,,0,1,581.747,2.6704,2,10,135.13
CC(C)CCOC(=O)c1ccccc1,TOX27185,0,0,0,0,0,0,0,0,0,0,0,0,192.258,2.8895,0,2,26.3
Cc1cc(C)c(C)c(O)c1,TOX27184,0,0,0,0,0,0,0,0,0,0,1,0,136.194,2.31746,1,1,20.23
CCC(=O)OCCC(C)CCC=C(C)C,TOX27187,0,0,0,0,,1,0,0,0,0,0,0,212.333,3.7122,0,2,26.3
CC(C)COC(=O)c1ccccc1O,TOX27186,0,0,0,0,0,0,0,0,0,0,0,0,194.23,2.205,1,3,46.53
CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,TOX27180,0,0,0,0,0,0,0,0,0,1,0,0,630.951,11.1468,0,6,78.9
CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,TOX27183,0,0,0,,,0,0,,0,,0,0,349.512,2.2572,4,5,101.23
CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,TOX27182,0,0,0,0,0,0,0,0,0,0,0,0,356.547,5.9625,0,4,52.6
CCCCCCCCCCOC(C)=O,TOX27189,0,0,0,0,1,0,0,0,0,0,0,0,200.322,3.6902,0,2,26.3
CC(=O)OCCC1CCCCC1,TOX27188,0,0,0,0,0,0,0,0,0,0,0,0,170.252,2.5199,0,2,26.3
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,TOX1320,0,0,0,1,,,,1,,0,,,365.964,5.6015,0,4,44.76
CCN(CC)C(=S)SSC(=S)N(CC)CC,TOX1322,0,1,1,,,0,1,,1,1,1,0,296.552,3.6212,0,4,6.48
CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,TOX25228,,,,,,,,0,,1,,,458.406,3.8309,1,4,89.54
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,TOX1327,0,0,1,1,,0,0,,0,,1,,314.469,5.7358,1,2,29.46
C1CCOC1,TOX1328,0,0,0,,0,0,0,0,0,0,0,0,72.107,0.7968,0,1,9.23
CN1C(C)(C)CCCC1(C)C,TOX25229,0,0,0,0,0,0,0,0,0,0,0,0,155.285,2.6593,0,1,3.24
CC1=CCC(C(C)(C)O)CC1,TOX6625,0,0,0,0,0,0,0,0,0,0,0,0,154.253,2.5037,1,1,20.23
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1,TOX9136,0,0,0,0,0,0,0,0,0,0,0,0,291.372,2.9598,1,3,57.61
CC(=O)c1ccc(O)cc1,TOX9133,0,0,0,0,0,0,0,0,0,0,0,0,136.15,1.5948,1,2,37.3
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,TOX25223,0,0,0,0,0,0,0,0,0,0,0,0,244.382,3.14514,1,2,24.39
F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,TOX22500,0,,,,,1,1,1,,1,1,,369.027,2.623,0,0,0
CCOc1ccc(O)cc1,TOX24251,0,0,0,,0,0,,,0,0,0,0,138.166,1.7909,1,2,29.46
O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,TOX17541,0,0,0,,0,0,0,1,0,,,0,422.928,3.3559,0,4,52.6
CCSCc1ccccc1OC(=O)NC,TOX17545,0,0,,0,0,0,0,0,0,0,,0,225.313,2.6579,1,3,38.33
Brc1nc2ccccc2s1,TOX1498,0,0,1,0,0,0,0,1,0,0,0,0,214.087,3.0588,0,2,12.89
CCC(C)Br,TOX1499,0,0,0,0,0,0,0,0,0,0,0,0,137.02,2.1798,0,0,0
N#CCc1ccccc1,TOX1492,0,0,0,0,0,0,0,0,0,0,0,0,117.151,1.75268,0,1,23.79
O=C(O)c1ccc(CO)o1,TOX13098,0,0,0,0,0,0,0,0,0,0,0,0,142.11,0.4701,2,3,70.67
N#Cc1ccccc1,TOX1491,0,0,0,0,,0,0,0,0,0,0,0,103.124,1.55828,0,1,23.79
N#CCBr,TOX1496,0,0,0,0,0,0,0,0,0,0,0,0,119.949,0.90488,0,1,23.79
O=C(O)CBr,TOX1495,0,0,0,0,0,0,0,,0,0,0,0,138.948,0.4659,1,1,37.3
CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21,TOX28285,0,0,0,0,0,0,0,,0,,0,0,236.231,-1.29,3,5,108.02
Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,TOX28988,0,0,0,0,0,0,,,0,,0,0,355.453,4.08062,1,3,40.54
O=S(=O)(O)F,TOX13511,0,0,0,0,0,0,0,0,0,0,0,0,100.07,-0.2413,1,2,54.37
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX13512,1,1,0,,1,,0,,0,0,0,0,336.447,3.3322,2,3,57.53
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,TOX28980,0,,0,0,,0,0,,0,,0,0,470.165,3.62764,4,4,118.2
CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,TOX28983,0,0,0,0,0,0,0,,0,,0,0,312.417,2.3184,1,4,50.16
O=C(Cl)/C=C/C(=O)Cl,TOX13519,0,0,0,0,0,0,0,1,0,0,0,0,152.964,1.0734,0,2,34.14
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,TOX28985,0,0,0,0,0,0,0,0,0,0,0,0,426.492,3.08132,1,7,84.39
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,TOX28986,0,0,0,,0,0,,0,0,0,,0,426.488,4.8266,0,6,64.8
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,TOX28987,0,0,0,0,0,0,0,,0,,0,0,777.088,-1.3785,7,8,179.66
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,TOX24207,0,0,1,,,0,0,0,0,0,,0,835.895,6.0842,2,5,75.99
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,TOX24206,0,0,0,0,0,0,1,0,0,0,,0,666.322,3.1094,2,8,166.44
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,TOX24205,1,0,1,,,0,0,1,0,0,0,0,358.443,2.61852,0,5,75.41
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,TOX24204,0,,,,,,,,,0,,,495.639,5.2709,1,5,67.45
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,TOX24203,0,0,0,0,,0,1,1,0,0,1,0,356.447,3.1596,1,5,68.29
CCCCCCCCOC(C)=O,TOX24202,0,0,0,0,0,0,0,0,0,0,0,0,172.268,2.91,0,2,26.3
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,TOX24201,0,0,0,0,1,0,,,0,0,,0,767.034,5.712,2,12,96.6
O=C(O)CCSCCC(=O)O,TOX24200,0,0,0,0,0,0,0,0,0,0,0,0,178.209,0.669,2,3,74.6
Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,TOX24208,0,0,,0,0,0,0,0,0,0,0,0,294.358,2.40832,1,3,53.92
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,TOX2679,0,0,0,0,0,0,0,0,0,0,0,0,244.316,0.7968,3,3,78.43
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,TOX2678,0,0,0,0,0,0,,1,0,0,1,0,430.379,2.87958,2,5,107.26
CC(C[N+](C)(C)C)OC(N)=O,TOX2676,0,0,0,0,0,0,0,0,0,0,0,0,161.225,0.1764,1,2,52.32
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,TOX2674,0,0,0,0,0,0,0,0,0,0,0,0,307.434,2.3934,2,4,50.72
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2673,1,1,,,,0,,,0,0,1,0,476.585,3.6368,2,6,100.9
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2671,1,1,,,0,0,,,0,,1,0,518.622,4.2076,1,7,106.97
O=C(CBr)OCc1ccccc1,TOX20343,0,0,0,0,,,0,0,0,0,0,0,229.073,2.1247,0,2,26.3
CCCCCc1ccc(Cl)cc1,TOX28181,0,0,0,0,0,0,0,0,0,0,0,0,182.694,4.0727,0,0,0
O=P(O)(Oc1ccccc1)Oc1ccccc1,TOX28182,,0,0,0,0,0,0,0,0,0,0,0,250.19,3.2448,1,3,55.76
COC(=O)c1ccccc1C,TOX28183,0,0,0,0,0,0,0,0,0,0,0,0,150.177,1.78162,0,2,26.3
CC(C)(C)C(=O)c1ccccc1,TOX28184,0,0,,0,1,,0,0,0,0,0,0,162.232,2.9154,0,1,17.07
O=C(Oc1ccccc1)c1ccccc1,TOX28185,0,0,0,0,0,0,0,0,0,0,0,0,198.221,2.9058,0,2,26.3
CCOC(=O)c1ccc(C)cc1,TOX28186,0,0,0,0,0,0,0,0,0,0,0,0,164.204,2.17172,0,2,26.3
Cc1cc(C)cc(N)c1,TOX6309,0,0,,0,0,0,0,0,0,,0,0,121.183,1.88564,1,1,26.02
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,TOX9868,0,0,,1,0,0,,,0,0,,0,558.65,6.3136,4,5,111.79
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,TOX6303,0,0,1,,1,1,0,0,0,0,1,0,410.491,4.34228,2,5,83.83
Cc1ccc(S(=O)(=O)[O-])cc1C,TOX6302,0,0,0,0,0,0,0,0,0,0,0,0,185.224,1.20754,0,3,57.2
Cc1cccc(C)c1N,TOX6307,0,0,0,0,0,0,0,0,0,0,0,0,121.183,1.88564,1,1,26.02
Cc1ccc(C)c(N)c1,TOX6306,0,0,,0,1,0,0,0,0,0,,0,121.183,1.88564,1,1,26.02
Cc1cccc(N)c1C,TOX6304,0,0,0,0,0,0,0,0,0,0,,0,121.183,1.88564,1,1,26.02
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,TOX26550,,,,,,,,0,,0,,,368.48,2.57084,4,8,106.7
CC=Cc1ccc(O)c(OC)c1,TOX2413,0,0,,,,,0,,0,0,,0,164.204,2.4339,1,2,29.46
FC(F)(F)C(Cl)Br,TOX5371,0,0,0,0,0,0,0,0,0,0,0,0,197.381,2.5085,0,0,0
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,TOX5370,0,0,0,0,,0,0,1,0,0,0,0,270.093,1.6831,1,3,74.68
CCCCOC(=O)c1ccc(N)cc1,TOX2417,0,0,1,0,1,0,,0,1,0,0,0,193.246,2.2257,1,3,52.32
Cc1ccc2c(C)cccc2c1,TOX2415,0,0,0,0,0,0,0,0,0,0,,0,156.228,3.45664,0,0,0
CCC(C)C(C)(COC(N)=O)COC(N)=O,TOX3239,,,,,,,,0,,0,,,232.28,1.2294,2,4,104.64
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,TOX3231,0,0,1,0,1,1,0,,0,0,1,0,323.44,2.906,1,2,39.34
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,TOX3235,0,0,0,0,0,0,0,0,0,0,0,0,182.172,-3.5854,6,6,121.38
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,TOX25558,0,0,0,0,0,0,0,0,0,0,,0,446.642,3.1771,0,6,47.1
CCNCC.O=S(=O)(O)c1cc(O)ccc1O,TOX25559,0,0,0,0,0,0,0,,0,,0,0,263.315,0.9603,4,5,106.86
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,TOX12645,0,0,0,0,0,0,0,0,0,0,,0,387.195,2.41582,1,6,85.99
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,TOX12390,0,0,0,1,1,1,,1,0,0,1,0,331.202,4.0676,1,3,46.01
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,TOX12392,0,0,,,1,0,0,1,0,0,0,0,361.781,4.6039,0,6,70.79
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,TOX12393,0,0,0,,,,0,1,0,0,,0,301.342,3.6038,1,4,56.79
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,TOX25550,0,0,0,0,0,0,0,,0,,0,0,328.273,-1.2006,5,9,145.91
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,TOX25551,0,0,0,0,0,0,0,0,0,0,0,0,434.881,1.21402,1,7,115.57
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-],TOX25552,0,0,0,0,0,0,0,,0,,,0,515.711,4.3314,2,6,106.89
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,TOX12398,0,0,1,1,0,1,0,,0,0,,1,248.188,2.87488,1,3,58.04
CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX25555,1,0,0,,0,0,0,0,0,0,0,0,391.421,-0.5529,4,6,158.92
CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX25556,0,0,0,0,0,0,0,1,0,0,0,0,437.449,1.3724,4,8,174.29
CN1[C@H]2CC[C@@H]1C[C@H](OC1c3ccccc3CCc3ccccc31)C2.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX25557,0,0,0,0,0,0,0,,0,,,0,525.598,3.2679,4,6,144.6
COc1ccc(C=O)cc1,TOX6997,0,0,0,0,0,0,0,0,0,0,0,0,136.15,1.5077,0,2,26.3
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,TOX14776,0,0,1,0,1,0,,0,0,0,1,0,301.131,4.19792,0,4,27.69
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,TOX14773,0,,0,,0,,0,,0,,0,,492.706,5.3837,2,4,76.66
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,TOX12544,0,0,0,,0,0,0,0,0,0,0,0,251.282,2.2152,0,5,65.49
CC(O)CCO,TOX6773,0,0,0,0,1,0,0,1,0,0,0,0,90.122,-0.2504,2,2,40.46
O=C(O)CCS,TOX6775,0,0,0,0,0,0,0,0,0,0,0,0,106.146,0.3909,2,2,37.3
CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)F,TOX29327,0,0,0,0,0,0,0,0,0,0,0,0,299.314,2.13402,0,3,61.08
CCC[N+]1(C)CCCCC1.F[B-](F)(F)F,TOX29326,0,0,0,0,,0,0,0,0,,0,0,229.07,3.3269,0,0,0
CC(=O)C1CCCCC1=O,TOX29324,0,0,0,0,0,0,0,0,0,0,0,0,140.182,1.3347,0,2,34.14
CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,TOX29322,0,0,0,0,1,0,0,0,0,0,0,0,299.314,2.13402,0,3,61.08
CCCCN1C=CN(C)C1,TOX29321,0,0,0,0,0,0,0,0,0,0,0,0,140.23,1.4626,0,2,6.48
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,TOX12549,0,0,0,0,1,1,0,1,0,0,1,0,302.201,4.6079,2,2,49.33
CCC[N+]1(C)CCCCC1,TOX29329,0,0,0,0,0,0,0,0,0,0,0,0,142.266,2.0269,0,0,0
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,TOX29328,0,0,0,0,0,0,0,0,0,0,0,0,243.097,3.717,0,0,0
N=C(N)N[N+](=O)[O-],TOX4222,0,0,0,0,0,0,0,0,0,0,0,0,104.069,-1.33883,3,3,105.04
CC(C)(C)OOC(C)(C)C,TOX4955,0,0,0,0,0,0,0,0,0,0,0,0,146.23,2.5316,0,2,18.46
CCC(C)Nc1ccc(NC(C)CC)cc1,TOX4956,0,,,,,,,,,1,1,,220.36,4.1074,2,2,24.06
CCCCNCCCC,TOX4952,0,0,,0,0,0,0,0,0,0,,0,129.247,2.1762,1,1,12.03
CCCCN(CCO)CCCC,TOX4953,0,0,0,0,0,0,0,0,0,0,,0,173.3,1.8809,1,2,23.47
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,TOX23892,0,0,,0,0,0,0,0,0,0,0,0,374.484,4.9781,2,2,56.33
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,TOX23897,0,0,,,,0,,,,,,1,341.882,5.0712,0,2,12.47
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,TOX23896,0,0,0,0,1,1,0,,0,0,0,0,305.761,2.7344,4,4,72.72
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,TOX23895,0,,,0,0,0,0,,,,,0,346.474,4.9855,2,2,39.26
C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,TOX28566,0,0,0,0,,0,0,,0,,1,0,416.646,5.5606,3,3,60.69
CCOC(=O)NNc1nncc2ccccc12,TOX24664,0,0,0,0,0,0,0,0,0,0,0,0,232.243,1.7028,2,5,76.14
CC(C)(C)NCCNC(C)(C)C,TOX24667,0,0,0,0,0,0,0,0,0,0,,0,172.316,1.7626,2,2,24.06
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,TOX28565,0,0,0,,0,,0,,0,,,0,390.467,4.3099,2,4,83.83
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,TOX28562,0,0,0,0,0,0,0,0,0,0,,0,400.647,8.4217,0,2,26.3
CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,TOX28563,0,0,,0,0,0,0,1,0,0,0,0,412.877,4.5067,0,6,81.27
OC1CCCCCCCCCCC1,TOX7429,0,0,0,0,0,0,0,0,0,0,1,0,184.323,3.652,1,1,20.23
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,TOX28560,,0,0,,0,,0,,0,,,0,532.649,4.4059,1,7,99.13
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,TOX28561,0,0,0,0,0,0,0,0,0,0,0,0,440.606,2.9505,3,5,104.73
COC(=O)c1ccc(C(=O)O)cc1,TOX7425,0,0,0,0,0,0,0,0,0,0,0,0,180.159,1.1714,1,3,63.6
CN(C)CCOCCO,TOX7427,0,0,0,0,0,0,0,0,0,0,0,0,133.191,-0.4431,1,3,32.7
CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,TOX26119,0,0,0,0,0,0,0,0,0,0,0,0,288.411,3.0643,1,2,29.46
Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](C)Cc2ccccc2)cc1,TOX26118,0,0,,0,0,0,0,,0,,0,0,332.425,2.61412,2,3,75.27
Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1,TOX26110,0,0,0,0,0,0,0,0,0,0,0,0,262.334,1.7473,2,3,72.19
CC=CC=NNC(=O)c1ccncc1,TOX26113,0,0,1,0,0,0,0,1,0,,0,0,189.218,1.3733,1,3,54.35
O=C1C(=O)c2ncccc2-c2cccnc21,TOX26112,0,0,1,1,,0,,,0,,,1,210.192,1.5226,0,4,59.92
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C.COS(=O)(=O)[O-].COS(=O)(=O)[O-],TOX26115,0,0,0,0,0,0,0,,0,,0,0,490.685,1.1714,0,8,132.86
Nc1ccc(C(=O)Nc2ccccc2N)cc1,TOX26114,1,,1,,1,0,1,,1,0,1,1,227.267,2.1033,3,3,81.14
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,TOX26117,0,0,0,0,0,0,0,0,0,0,0,0,314.405,2.1719,1,3,46.53
O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,TOX26116,0,0,0,0,0,0,0,,0,,0,0,353.381,1.5232,3,6,125.46
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,TOX27578,0,0,0,0,1,0,0,0,0,0,0,0,373.984,4.2797,0,0,0
CC/C=C\CCOC(=O)CC,TOX27579,0,0,0,0,0,0,0,0,0,0,0,0,156.225,2.2959,0,2,26.3
CO[PH](=O)OC,TOX493,0,0,0,0,0,0,0,0,0,0,0,0,110.049,0.6689,0,3,35.53
C=CC(C)(CCC=C(C)C)OC(=O)CC,TOX27574,0,0,0,0,0,0,0,0,0,0,0,0,210.317,3.6307,0,2,26.3
CN1C(=O)CC[C@H]1c1cccnc1,TOX27576,0,0,0,0,0,0,0,0,0,0,0,0,176.219,1.3749,0,2,33.2
C[C@H]1C[C@@H](O)CC(C)(C)C1,TOX27570,0,0,0,0,0,0,0,0,0,0,0,0,142.242,2.1935,1,1,20.23
ClP(Cl)c1ccccc1,TOX7282,0,0,0,0,0,0,0,0,0,0,0,0,178.986,3.1014,0,0,0
C1COCO1,TOX7284,0,0,0,0,0,0,0,0,0,0,,0,74.079,-0.0093,0,2,18.46
Cc1c(O)cccc1O,TOX5571,0,0,,0,0,0,0,0,0,0,0,0,124.139,1.40622,2,2,40.46
CCOC(=O)CC([O-])C(=O)OCC,TOX8010,0,0,0,0,0,0,0,0,0,0,0,0,189.187,-0.7684,0,5,75.66
c1ccc(CCc2ccccc2)cc1,TOX21668,0,0,0,0,0,0,0,0,0,0,0,0,182.266,3.4718,0,0,0
COC(=O)c1ccccc1,TOX5572,0,0,0,0,0,0,0,0,0,0,0,0,136.15,1.4732,0,2,26.3
C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,TOX8015,0,1,0,,,1,1,,1,,,,300.351,1.6435,0,6,71.06
Cc1ccc(CO)cc1,TOX5574,0,0,0,0,0,0,0,0,0,0,0,0,122.167,1.48732,1,1,20.23
C/C=C(/C)C#N,TOX5577,0,0,0,0,0,0,0,0,0,0,0,0,81.118,1.47618,0,1,23.79
C=CC(=O)OCC[N+](C)(C)C,TOX8016,0,0,0,0,0,0,0,1,0,0,0,0,158.221,0.4218,0,2,26.3
O=C(C=Cc1ccccc1)OCc1ccccc1,TOX21663,0,0,0,0,1,0,0,1,0,0,0,0,238.286,3.4432,0,2,26.3
N#Cc1ccccc1O,TOX21661,0,0,1,0,0,0,0,0,0,0,0,0,119.123,1.26388,1,2,44.02
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,TOX21665,0,,0,,,0,,,,,1,,360.65,7.7443,0,0,0
CC(N)C12CC3CC(CC(C3)C1)C2,TOX27790,0,0,0,0,0,0,0,0,0,0,,0,179.307,2.55,1,1,26.02
CC(C)(N)Cc1ccc(Cl)cc1,TOX27792,0,0,0,0,0,0,0,0,0,0,,0,183.682,2.6198,1,1,26.02
